mwo_id,equipment_id,description,status,dm_urgency,hm_priority,assigned_tech,consumed_sku,manual_log,start_date
MWO-2026-2503,EQ-3,Routine check 2503,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2504,EQ-4,Routine check 2504,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2505,EQ-5,Routine check 2505,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2506,EQ-6,Routine check 2506,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2507,EQ-7,Routine check 2507,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2508,EQ-8,Routine check 2508,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2509,EQ-9,Routine check 2509,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2510,EQ-10,Routine check 2510,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2511,EQ-11,Routine check 2511,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2512,EQ-12,Routine check 2512,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2513,EQ-13,Routine check 2513,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2514,EQ-14,Routine check 2514,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2515,EQ-15,Routine check 2515,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2516,EQ-16,Routine check 2516,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2517,EQ-17,Routine check 2517,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2518,EQ-18,Routine check 2518,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2519,EQ-19,Routine check 2519,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2520,EQ-20,Routine check 2520,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2521,EQ-21,Routine check 2521,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2522,EQ-22,Routine check 2522,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2523,EQ-23,Routine check 2523,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2524,EQ-24,Routine check 2524,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2525,EQ-25,Routine check 2525,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2526,EQ-26,Routine check 2526,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2527,EQ-27,Routine check 2527,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2528,EQ-28,Routine check 2528,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2529,EQ-29,Routine check 2529,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2530,EQ-30,Routine check 2530,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2531,EQ-31,Routine check 2531,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2532,EQ-32,Routine check 2532,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2533,EQ-33,Routine check 2533,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2534,EQ-34,Routine check 2534,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2535,EQ-35,Routine check 2535,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2536,EQ-36,Routine check 2536,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2537,EQ-37,Routine check 2537,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2538,EQ-38,Routine check 2538,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2539,EQ-39,Routine check 2539,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2540,EQ-40,Routine check 2540,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2541,EQ-41,Routine check 2541,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2542,EQ-42,Routine check 2542,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2543,EQ-43,Routine check 2543,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2544,EQ-44,Routine check 2544,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2545,EQ-45,Routine check 2545,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2546,EQ-46,Routine check 2546,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2547,EQ-47,Routine check 2547,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2548,EQ-48,Routine check 2548,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2549,EQ-49,Routine check 2549,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2550,EQ-50,Routine check 2550,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2551,EQ-51,Routine check 2551,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2552,EQ-52,Routine check 2552,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2553,EQ-53,Routine check 2553,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2554,EQ-54,Routine check 2554,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2555,EQ-55,Routine check 2555,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2556,EQ-56,Routine check 2556,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2557,EQ-57,Routine check 2557,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2558,EQ-58,Routine check 2558,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2559,EQ-59,Routine check 2559,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2560,EQ-60,Routine check 2560,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2561,EQ-61,Routine check 2561,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2562,EQ-62,Routine check 2562,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2563,EQ-63,Routine check 2563,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2564,EQ-64,Routine check 2564,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2565,EQ-65,Routine check 2565,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2566,EQ-66,Routine check 2566,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2567,EQ-67,Routine check 2567,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2568,EQ-68,Routine check 2568,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2569,EQ-69,Routine check 2569,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2570,EQ-70,Routine check 2570,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2571,EQ-71,Routine check 2571,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2572,EQ-72,Routine check 2572,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2573,EQ-73,Routine check 2573,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2574,EQ-74,Routine check 2574,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2575,EQ-75,Routine check 2575,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2576,EQ-76,Routine check 2576,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2577,EQ-77,Routine check 2577,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2578,EQ-78,Routine check 2578,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2579,EQ-79,Routine check 2579,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2580,EQ-80,Routine check 2580,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2581,EQ-81,Routine check 2581,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2582,EQ-82,Routine check 2582,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2583,EQ-83,Routine check 2583,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2584,EQ-84,Routine check 2584,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2585,EQ-85,Routine check 2585,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2586,EQ-86,Routine check 2586,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2587,EQ-87,Routine check 2587,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2588,EQ-88,Routine check 2588,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2589,EQ-89,Routine check 2589,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2590,EQ-90,Routine check 2590,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2591,EQ-91,Routine check 2591,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2592,EQ-92,Routine check 2592,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2593,EQ-93,Routine check 2593,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2594,EQ-94,Routine check 2594,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2595,EQ-95,Routine check 2595,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2596,EQ-96,Routine check 2596,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2597,EQ-97,Routine check 2597,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2598,EQ-98,Routine check 2598,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2599,EQ-99,Routine check 2599,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2600,EQ-0,Routine check 2600,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2601,EQ-1,Routine check 2601,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2602,EQ-2,Routine check 2602,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2603,EQ-3,Routine check 2603,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2604,EQ-4,Routine check 2604,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2605,EQ-5,Routine check 2605,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2606,EQ-6,Routine check 2606,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2607,EQ-7,Routine check 2607,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2608,EQ-8,Routine check 2608,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2609,EQ-9,Routine check 2609,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2610,EQ-10,Routine check 2610,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2611,EQ-11,Routine check 2611,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2612,EQ-12,Routine check 2612,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2613,EQ-13,Routine check 2613,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2614,EQ-14,Routine check 2614,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2615,EQ-15,Routine check 2615,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2616,EQ-16,Routine check 2616,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2617,EQ-17,Routine check 2617,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2618,EQ-18,Routine check 2618,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2619,EQ-19,Routine check 2619,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2620,EQ-20,Routine check 2620,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2621,EQ-21,Routine check 2621,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2622,EQ-22,Routine check 2622,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2623,EQ-23,Routine check 2623,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2624,EQ-24,Routine check 2624,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2625,EQ-25,Routine check 2625,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2626,EQ-26,Routine check 2626,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2627,EQ-27,Routine check 2627,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2628,EQ-28,Routine check 2628,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2629,EQ-29,Routine check 2629,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2630,EQ-30,Routine check 2630,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2631,EQ-31,Routine check 2631,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2632,EQ-32,Routine check 2632,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2633,EQ-33,Routine check 2633,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2634,EQ-34,Routine check 2634,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2635,EQ-35,Routine check 2635,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2636,EQ-36,Routine check 2636,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2637,EQ-37,Routine check 2637,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2638,EQ-38,Routine check 2638,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2639,EQ-39,Routine check 2639,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2640,EQ-40,Routine check 2640,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2641,EQ-41,Routine check 2641,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2642,EQ-42,Routine check 2642,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2643,EQ-43,Routine check 2643,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2644,EQ-44,Routine check 2644,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2645,EQ-45,Routine check 2645,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2646,EQ-46,Routine check 2646,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2647,EQ-47,Routine check 2647,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2648,EQ-48,Routine check 2648,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2649,EQ-49,Routine check 2649,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2650,EQ-50,Routine check 2650,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2651,EQ-51,Routine check 2651,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2652,EQ-52,Routine check 2652,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2653,EQ-53,Routine check 2653,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2654,EQ-54,Routine check 2654,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2655,EQ-55,Routine check 2655,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2656,EQ-56,Routine check 2656,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2657,EQ-57,Routine check 2657,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2658,EQ-58,Routine check 2658,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2659,EQ-59,Routine check 2659,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2660,EQ-60,Routine check 2660,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2661,EQ-61,Routine check 2661,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2662,EQ-62,Routine check 2662,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2663,EQ-63,Routine check 2663,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2664,EQ-64,Routine check 2664,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2665,EQ-65,Routine check 2665,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2666,EQ-66,Routine check 2666,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2667,EQ-67,Routine check 2667,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2668,EQ-68,Routine check 2668,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2669,EQ-69,Routine check 2669,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2670,EQ-70,Routine check 2670,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2671,EQ-71,Routine check 2671,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2672,EQ-72,Routine check 2672,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2673,EQ-73,Routine check 2673,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2674,EQ-74,Routine check 2674,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2675,EQ-75,Routine check 2675,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2676,EQ-76,Routine check 2676,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2677,EQ-77,Routine check 2677,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2678,EQ-78,Routine check 2678,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2679,EQ-79,Routine check 2679,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2680,EQ-80,Routine check 2680,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2681,EQ-81,Routine check 2681,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2682,EQ-82,Routine check 2682,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2683,EQ-83,Routine check 2683,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2684,EQ-84,Routine check 2684,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2685,EQ-85,Routine check 2685,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2686,EQ-86,Routine check 2686,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2687,EQ-87,Routine check 2687,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2688,EQ-88,Routine check 2688,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2689,EQ-89,Routine check 2689,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2690,EQ-90,Routine check 2690,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2691,EQ-91,Routine check 2691,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2692,EQ-92,Routine check 2692,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2693,EQ-93,Routine check 2693,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2694,EQ-94,Routine check 2694,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2695,EQ-95,Routine check 2695,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2696,EQ-96,Routine check 2696,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2697,EQ-97,Routine check 2697,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2698,EQ-98,Routine check 2698,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2699,EQ-99,Routine check 2699,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2700,EQ-0,Routine check 2700,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2701,EQ-1,Routine check 2701,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2702,EQ-2,Routine check 2702,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2703,EQ-3,Routine check 2703,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2704,EQ-4,Routine check 2704,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2705,EQ-5,Routine check 2705,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2706,EQ-6,Routine check 2706,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2707,EQ-7,Routine check 2707,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2708,EQ-8,Routine check 2708,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2709,EQ-9,Routine check 2709,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2710,EQ-10,Routine check 2710,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2711,EQ-11,Routine check 2711,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2712,EQ-12,Routine check 2712,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2713,EQ-13,Routine check 2713,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2714,EQ-14,Routine check 2714,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2715,EQ-15,Routine check 2715,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2716,EQ-16,Routine check 2716,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2717,EQ-17,Routine check 2717,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2718,EQ-18,Routine check 2718,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2719,EQ-19,Routine check 2719,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2720,EQ-20,Routine check 2720,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2721,EQ-21,Routine check 2721,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2722,EQ-22,Routine check 2722,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2723,EQ-23,Routine check 2723,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2724,EQ-24,Routine check 2724,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2725,EQ-25,Routine check 2725,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2726,EQ-26,Routine check 2726,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2727,EQ-27,Routine check 2727,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2728,EQ-28,Routine check 2728,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2729,EQ-29,Routine check 2729,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2730,EQ-30,Routine check 2730,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2731,EQ-31,Routine check 2731,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2732,EQ-32,Routine check 2732,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2733,EQ-33,Routine check 2733,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2734,EQ-34,Routine check 2734,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2735,EQ-35,Routine check 2735,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2736,EQ-36,Routine check 2736,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2737,EQ-37,Routine check 2737,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2738,EQ-38,Routine check 2738,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2739,EQ-39,Routine check 2739,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2740,EQ-40,Routine check 2740,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2741,EQ-41,Routine check 2741,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2742,EQ-42,Routine check 2742,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2743,EQ-43,Routine check 2743,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2744,EQ-44,Routine check 2744,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2745,EQ-45,Routine check 2745,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2746,EQ-46,Routine check 2746,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2747,EQ-47,Routine check 2747,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2748,EQ-48,Routine check 2748,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2749,EQ-49,Routine check 2749,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2750,EQ-50,Routine check 2750,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2751,EQ-51,Routine check 2751,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2752,EQ-52,Routine check 2752,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2753,EQ-53,Routine check 2753,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2754,EQ-54,Routine check 2754,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2755,EQ-55,Routine check 2755,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2756,EQ-56,Routine check 2756,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2757,EQ-57,Routine check 2757,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2758,EQ-58,Routine check 2758,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2759,EQ-59,Routine check 2759,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2760,EQ-60,Routine check 2760,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2761,EQ-61,Routine check 2761,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2762,EQ-62,Routine check 2762,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2763,EQ-63,Routine check 2763,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2764,EQ-64,Routine check 2764,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2765,EQ-65,Routine check 2765,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2766,EQ-66,Routine check 2766,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2767,EQ-67,Routine check 2767,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2768,EQ-68,Routine check 2768,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2769,EQ-69,Routine check 2769,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2770,EQ-70,Routine check 2770,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2771,EQ-71,Routine check 2771,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2772,EQ-72,Routine check 2772,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2773,EQ-73,Routine check 2773,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2774,EQ-74,Routine check 2774,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2775,EQ-75,Routine check 2775,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2776,EQ-76,Routine check 2776,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2777,EQ-77,Routine check 2777,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2778,EQ-78,Routine check 2778,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2779,EQ-79,Routine check 2779,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2780,EQ-80,Routine check 2780,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2781,EQ-81,Routine check 2781,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2782,EQ-82,Routine check 2782,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2783,EQ-83,Routine check 2783,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2784,EQ-84,Routine check 2784,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2785,EQ-85,Routine check 2785,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2786,EQ-86,Routine check 2786,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2787,EQ-87,Routine check 2787,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2788,EQ-88,Routine check 2788,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2789,EQ-89,Routine check 2789,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2790,EQ-90,Routine check 2790,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2791,EQ-91,Routine check 2791,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2792,EQ-92,Routine check 2792,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2793,EQ-93,Routine check 2793,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2794,EQ-94,Routine check 2794,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2795,EQ-95,Routine check 2795,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2796,EQ-96,Routine check 2796,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2797,EQ-97,Routine check 2797,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2798,EQ-98,Routine check 2798,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2799,EQ-99,Routine check 2799,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2800,EQ-0,Routine check 2800,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2801,EQ-1,Routine check 2801,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2802,EQ-2,Routine check 2802,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2803,EQ-3,Routine check 2803,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2804,EQ-4,Routine check 2804,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2805,EQ-5,Routine check 2805,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2806,EQ-6,Routine check 2806,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2807,EQ-7,Routine check 2807,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2808,EQ-8,Routine check 2808,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2809,EQ-9,Routine check 2809,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2810,EQ-10,Routine check 2810,UNASSIGNED,Normal,Normal,,,,
MWO-2026-2811,EQ-11,Routine check 2811,UNASSIGNED,Normal,Normal,,,,
